period,doc_id,comment,sentiment,sentiment_confidence,sentiment_source,location_raw,location_rank,location
post_election_upto_forming_government,16,নিজ দেশেও (ভারত) নিরাপদ নয় আওয়ামীলীগ,negative,0.4927148573771981,model,Chittagong,1,Chattogram
post_election_upto_forming_government,17,শুরু হয়েছে একে একে সবাই ধরা পড়বে,sarcastic_negative,0.35658501656381814,model,Dhaka,1,Dhaka
post_election_upto_forming_government,18,কাগজ নেই তাই দরছে এটা নিয়ে এত লেখালেখির কি আছে।,negative,0.522019794312792,model,Dhaka,1,Dhaka
post_election_upto_forming_government,19,Beimani korlo,sarcastic_negative,0.35062357725480287,model,Chandpur,1,Chandpur
post_election_upto_forming_government,20,লে হালুয়া,negative,0.4386622040192879,model,খাও হালুয়া,1,খাও হালুয়া
post_election_upto_forming_government,21,"""পলাতক এইসব নেতাকর্মী( আঃলীগ) ও এই দেশের ভিতর থেকে একটি সম্প্রদায়ের কিছু লোক, ভারত কে বার বার অনুরোধ ও আহ্বান জানাচ্ছিল ছিল যে…""",negative,0.4945550617664891,model,Kurigram,1,Kurigram
post_election_upto_forming_government,22,"""নাটক কইরে দেশে পাঠাবে, পাকড়াও দেখায় খালাশ। মাঝখানে কিছু টাকার ছড়াছড়ি!""",sarcastic_negative,0.6500996390098991,model,Khulna,1,Khulna
post_election_upto_forming_government,23,"""এভাবেই নিরপেক্ষ, সহজ সরল, সঙ্গিত-মনা, সুশীল, ছেতনাবাজ.. মানুষ গুলো দেশে ফিরে আসবে""",sarcastic_negative,0.3303100783299646,model,গাজীপুর,1,Gazipur
post_election_upto_forming_government,24,"""তোদের ওয়েবসাইট এ্যাড দেখানোর জন্যেই বানানো, নিউজ লিখার কী দরকার? বলে দে, এ্যাড দেখে আসুন।""",positive,0.4466810482054989,model,মৌলভীবাজার,1,মৌলভীবাজার
post_election_upto_forming_government,25,দেশে আনার ব্যবস্থা করতে হবে তাড়াতাড়ি,neutral,0.6536675609392506,model,Chittagong,1,Chattogram
post_election_upto_forming_government,26,কোথায়ও কেও নেই,negative,0.3938586268413806,model,Dhaka,1,Dhaka
post_election_upto_forming_government,27,আলহামদুলিল্লাহ,positive,0.6938070689355245,model,Chittagong,1,Chattogram
post_election_upto_forming_government,28,লে হালুয়া,negative,0.4386622040192879,model,Dhaka,1,Dhaka
post_election_upto_forming_government,29,ধরা দিয়েছে দেশে আসার জন্য,sarcastic_negative,0.37554179517264824,model,Dhaka,1,Dhaka
post_election_upto_forming_government,30,নাটক,sarcastic_negative,0.7680406632822013,model,Dhaka,1,Dhaka
post_election_upto_forming_government,31,এবার এদের দেশে ফিরিয়ে পুনরায় চাঙ্গা করা হবে,neutral,0.7214020974365813,model,ঢাকা,1,Dhaka
post_election_upto_forming_government,32,"""বিগত ১৬ বছরে আওয়ামী লীগের অত্যাচারে বিএনপির সাধারণ সমর্থক, নেতা কর্মী ও তাদের পরিবার অনেক কষ্ট করেছে। এমনকি বিএনপি জাসাস যুবদ…""",negative,0.6670981683470396,model,Dhaka,1,Dhaka
post_election_upto_forming_government,33,দ্রুত দেশে পাঠিয়ে দেওয়া হোক,sarcastic_negative,0.3537068901332483,model,Dhaka,1,Dhaka
post_election_upto_forming_government,34,প্রধানমন্ত্রী শেখ হাসিনা এই ব্যাপারে দ্রুত পদক্ষেপ নিবেন। ঐ পুলিশ সদস্যদের খাগড়াছড়ি রাঙ্গামাটি বদলি করা হবে।,neutral,0.5815034610752038,model,Dhaka,1,Dhaka
post_election_upto_forming_government,35,বহুত লবা ফালাইছে।,sarcastic_negative,0.5233438570054068,model,Jamalpur,1,Jamalpur
post_election_upto_forming_government,36,লে হালুয়া,negative,0.4386622040192879,model,Dhaka,1,Dhaka
post_election_upto_forming_government,37,এটা আবার কোন নাটক,sarcastic_negative,0.42222944446684424,model,Dhaka,1,Dhaka
post_election_upto_forming_government,38,না জানি কোন আকাম-কুকাম করছে,negative,0.6469127510759949,model,Dhaka,1,Dhaka
post_election_upto_forming_government,39,হাস্যকর কলকাতা যাদের মামার বাড়ি তারা আবার গ্রেফতার হয়,negative,0.5416863642253816,model,Dhaka,1,Dhaka
post_election_upto_forming_government,40,Please send them to Bangladesh with guard of honour. Kallu with recieve them with garlands....,neutral,0.3997133906286307,model,Dhaka,1,Dhaka
post_election_upto_forming_government,41,কি আইলো,sarcastic_negative,0.423096704820914,model,Sylhet,1,Sylhet
post_election_upto_forming_government,42,চমৎকার নিউজ,sarcastic_negative,0.44275251907709035,model,Dhaka,1,Dhaka
post_election_upto_forming_government,43,"""বর্তমান মান সরকার কে তেল মারতেই হইতো,আওয়ামিলীগ এর কর্মিদের গ্রেপতার করছে।কতো বরো বেইমান এই ভারত দেখেন।""",negative,0.76557732548745,model,Dhaka,1,Dhaka
post_election_upto_forming_government,44,এরা বাংলাদেশী হলেও এরা মূলত ইন্ডিয়ান,sarcastic_negative,0.5383343804628562,model,Dhaka,1,Dhaka
post_election_upto_forming_government,45,হাদির খুনিদের ধরে ফেরত দে,negative,0.6994147115219193,model,Dhaka,1,Dhaka
post_election_upto_forming_government,46,চুদলিংপং,negative,0.691024058645482,model,Dhaka,1,Dhaka
post_election_upto_forming_government,47,মোহাম্মদ মনির হোসাইন সব দিকে অন্ধকার,sarcastic_negative,0.32017873883130243,model,Dhaka,1,Dhaka
post_election_upto_forming_government,48,আজম মোল্লা আবার কোথাকার কিসের শিল্পী?,negative,0.5398587033943261,model,Dhaka,1,Dhaka
post_election_upto_forming_government,49,"""তাদেরকে """"র"""" এর ট্রেনিং দিয়ে দেন""",negative,0.6814702302833964,model,ঢাকা,1,Dhaka
post_election_upto_forming_government,50,বাংলাদেশ শিল্পকলা একাডেমিতে বাউল দলে কিছু ভন্ড আছে ওই ভন্ডদের কে আইনের আওতায় আনতে হবে,neutral,0.31419288097972153,model,Lalmonirhat,1,Lalmonirhat
post_election_upto_forming_government,51,ভারত এখন তাদের গ্রেফতার করে বাংলাদেশে পাঠাবে আর ভারতের দালাল তারেক জিয়া তাদেরকে বাংলাদেশ মুক্ত করবে এটাই হচ্ছে plan,positive,0.6206230421928229,model,Dhaka,1,Dhaka
post_election_upto_forming_government,52,দুই পর দেখবো মুক্তিযোদ্ধার লিস্টে হেতার নাম,negative,0.4981253634958316,model,Dhaka,1,Dhaka
post_election_upto_forming_government,53,কোনকিছু পরার আগেই শুধু উনার ফেইস দেখে হা হা রিয়েক্ট দিয়ে দেওয়ার যে বেপারটা,negative,0.6472177036040294,model,Sylhet,1,Sylhet
post_election_upto_forming_government,54,এরে দেখলে হাসি পায় ক্যান?,sarcastic_negative,0.4735461401823723,model,Dhaka,1,Dhaka
post_election_upto_forming_government,55,এক ধাক্কায় এতদুর,sarcastic_negative,0.5258857136289743,model,পাবনা,1,পাবনা
post_election_upto_forming_government,56,সে যুদ্ধের সময় তার বাবার পেটে লিকুইড ফর্মে ছিলো। তাই তাকে একজন লিকুইড মুক্তিযুদ্ধা বলা যায়।,positive,0.30697050986555946,model,Chittagong,1,Chattogram
post_election_upto_forming_government,57,মানুষ এত পরিমাণ হাসি কেমনে হাসতে পারে,negative,0.3619117046615697,model,Chittagong,1,Chattogram
post_election_upto_forming_government,58,আমি জানিনা কেন জানি এই পোস্ট দেখার পর অটোমেটিক মুখে হাসি চলে আসছে,negative,0.794345416454204,model,Dhaka,1,Dhaka
post_election_upto_forming_government,59,জুলাই যুদ্বে কি ভেসে এসেছে?,sarcastic_negative,0.5368817739720061,model,Chittagong,1,Chattogram
post_election_upto_forming_government,60,যাইহোক এই মন্ত্রণালয়ে কেও ঘেরাও দিতো না,negative,0.5973785749833054,model,Dhaka,1,Dhaka
post_election_upto_forming_government,61,"""সময়মত সংসদে পৌছাতে না পারা ছেলেটাও এখন মন্ত্রনালয় চালাবে, ভাবা যায়""",negative,0.3297972716283687,model,নীলফামারী,1,নীলফামারী
post_election_upto_forming_government,62,সেরা,sarcastic_negative,0.4573724322217124,model,Dhaka,1,Dhaka
post_election_upto_forming_government,63,ও কি মন্ত্রী হওয়ার যোগ্য?,sarcastic_negative,0.387999155049413,model,Sylhet,1,Sylhet
post_election_upto_forming_government,64,সবাই এত খুশি হইছে যে সবাই হা হা করতেছে,sarcastic_negative,0.4529700920163614,model,Dhaka,1,Dhaka
post_election_upto_forming_government,65,এক ঠ্যালায় এতো দূর,sarcastic_negative,0.6413240377704065,model,Barisal,1,Barishal
post_election_upto_forming_government,66,ঘেরাও বিষয়ক মন্ত্রী,sarcastic_negative,0.397410922878836,model,Dhaka,1,Dhaka
post_election_upto_forming_government,67,"""যায়গামত দিছে বিম্পি সঠিক যায়গা সঠিক মাল, এবার মুক্তিযুদ্ধ নতুন ভাবে লিখা হবে""",neutral,0.6156863203659463,model,Dhaka,1,Dhaka
post_election_upto_forming_government,68,প্রথমে চোখ পড়তেই প্রতিবন্ধী পড়ে ফেলছিলাম,negative,0.4258472304203181,model,Chittagong,1,Chattogram
post_election_upto_forming_government,69,Ai halare muktijuddhobisoyok dilo kon akkel e .onno montri hisebe dile mana jaito . advocate fazlur saheb k dile valo hoito:) …,sarcastic_negative,0.425718414757721,model,Dhaka,1,Dhaka
post_election_upto_forming_government,70,ওনি কি মুক্তিযোদ্ধা। যখন কেউ না থাকবে তখন অন্য কথা।,positive,0.4804687285231257,model,Dhaka,1,Dhaka
post_election_upto_forming_government,71,"""তো আরকি, এইবার বীর মুক্তিযোদ্ধা ইশরাকের নতুন দিগন্ত শুরু হবে। মুক্তিযুদ্ধ সম্পর্কে নতুন নতুন ইতিহাস প্রনায়ন করবে। এমনিতেই ইতি…""",negative,0.4829610208941003,model,Dhaka,1,Dhaka
post_election_upto_forming_government,72,অথচ বীর মুক্তিযোদ্ধা ফজলুর রহমান কে দিতে পারতো,negative,0.5069482260189248,model,Dhaka,1,Dhaka
post_election_upto_forming_government,73,সে যুদ্ধে গেছিল আমি তার সহযোদ্ধা ছিলাম গুলিতে তার বুকটা ছারখার হয়ে গেছিল এটা নিয়ে বিরোধ করলে রাজুতে ডাক দিব,negative,0.6743495640537255,model,Dhaka,1,Dhaka
post_election_upto_forming_government,74,সে তো সে সময় বাচ্চা ছিল। অবশ্যই এখানে বিএনপি'র এডভোকেট ফজলুর রহমানকে আনা উচিত,negative,0.6590589951286089,model,Dhaka,1,Dhaka
post_election_upto_forming_government,75,এরে দেখলে ক্যান জানি চাপড়াইতে মন চায়,negative,0.5804970471052487,model,Dhaka,1,Dhaka
post_election_upto_forming_government,76,"""tar mane betay kono kamera na, eda BNP o bujhche!""",neutral,0.4026973368790404,model,Dhaka,1,Dhaka
post_election_upto_forming_government,77,জার জন্ন যুদ্ধের পরে সে আবার মুক্তিযুদ্ধ বিষয়ক হয় কেমনে,negative,0.4334740051600314,model,Dhaka,1,Dhaka
post_election_upto_forming_government,78,ইয়ে আব কনসি চিরিয়া কা নাম হে বেটা ?,negative,0.463380301849831,model,Dhaka,1,Dhaka
post_election_upto_forming_government,79,Oke sweeper banano hok,sarcastic_negative,0.3595038366150169,model,Dhaka,1,Dhaka
post_election_upto_forming_government,80,আহ কি খুশিরে,sarcastic_negative,0.5439565972524448,model,Chittagong,1,Chattogram
post_election_upto_forming_government,81,@আল্লাহ সর্বশক্তিমান:তান্ত্রিক ওমর ফারুক কবিরাজ যে কোন সমস্যা থাকলে বল তত ইনশাল্লাহ স্বামী স্ত্রী অমিল প্রেম ভালোবাসা ব্যর্…,positive,0.5948045517799687,model,Dhaka,1,Dhaka
post_election_upto_forming_government,82,"""ইউজার অথবা মাস্টার একাউন্ট করতে যোগাযোগ করুন। সারা দেশে ৩০% কমিশনে মাস্টার এজেন্ট নিয়োগ, ১ টাকাও ইনবেস্ট করতে হবে না। …""",neutral,0.4913555486699301,model,Dhaka,1,Dhaka
post_election_upto_forming_government,83,"""ভাগ্যভালো, চুমু শপি হয় নাই। …""",sarcastic_negative,0.3598599523150803,model,Dhaka,1,Dhaka
post_election_upto_forming_government,84,"""মেয়র হতে চেয়েছিলো, হয়ে গেলো প্রতিমন্ত্রী …""",negative,0.5047800264541374,model,Dhaka,1,Dhaka
post_election_upto_forming_government,85,I have a plan,sarcastic_negative,0.4335377544154108,model,Dhaka,1,Dhaka
post_election_upto_forming_government,86,কবে জানি নামের আগে বীর মুক্তিযোদ্ধা লাগায় দেয়,sarcastic_negative,0.3671000075235789,model,Narayanganj,1,Narayanganj
post_election_upto_forming_government,87,Follo tu follo bak 100% garente,sarcastic_negative,0.34399451768995293,model,Dhaka,1,Dhaka
post_election_upto_forming_government,88,ইসরাক ভাই আমার বয়স ৩০ আমিও মুক্তিযুদ্ধ করছি ভাই আমাকে একটা ভাতা দেওয়ার ব্যবস্থা করিয়েন আমার পোলাপান জেনো কোডা পায়,negative,0.7408245576353206,model,Dhaka,1,Dhaka
post_election_upto_forming_government,89,যুদ্ধ নিয়ে সে কি বুঝে? তার কি তখন জন্ম হয়েছিল?!!!!!,sarcastic_negative,0.3214785054836205,model,Dhaka,1,Dhaka
post_election_upto_forming_government,90,গোয়া মারছে,sarcastic_negative,0.3075786789010265,model,Dhaka,1,Dhaka
post_election_upto_forming_government,91,কিছু পর দেখবো ওর নাম মুক্তিযোদ্ধা লিস্টে সবার উপরে,positive,0.33550529959868974,model,Chittagong,1,Chattogram
post_election_upto_forming_government,92,শেষ ধ্বংস,sarcastic_negative,0.46213494469817157,model,Dhaka,1,Dhaka
post_election_upto_forming_government,93,"""হা হা হা,,,,""",negative,0.40162619740321526,model,Chittagong,1,Chattogram
post_election_upto_forming_government,94,আলহামদুলিল্লাহ সুন্দরভাবে দেশ পরিচালনা করুন এটাই কাম্য,positive,0.685772421516465,model,Dhaka,1,Dhaka
post_election_upto_forming_government,95,এই ও দেখা লাগলো বাঙালির,negative,0.6752029721308446,model,Dhaka,1,Dhaka
post_election_upto_forming_government,96,Nice pic,sarcastic_negative,0.4208136742021403,model,Dhaka,1,Dhaka
post_election_upto_forming_government,97,আচ্ছা কোন যুক্তিতে সে এই পদ পাইলো,negative,0.5726492810566847,model,Dhaka,1,Dhaka
post_election_upto_forming_government,98,ওরে ল্যাওড়া,sarcastic_negative,0.3501628431198437,model,Dhaka,1,Dhaka
post_election_upto_forming_government,99,ইতিহাসের বারোটা বাজিয়ে দিবে,negative,0.6568480297115227,model,Dhaka,1,Dhaka
post_election_upto_forming_government,100,প্রতিমন্ত্রী কে প্রতিবন্ধী পরে পেলছি,negative,0.5929909619343723,model,Chittagong,1,Chattogram
post_election_upto_forming_government,101,কাম সারছে,sarcastic_negative,0.4032390731445881,model,Barisal,1,Barishal
post_election_upto_forming_government,102,সবাই হাসে ক্যা,negative,0.2825677354011114,model,Dhaka,1,Dhaka
post_election_upto_forming_government,103,"""নিমডা দোজরাজ টেলমি, হারতাবুশ ক্রাকুইকিনইন বুমলাহ মহিনুজ্জুকু লো হাকুয়ে""",negative,0.49949064442120805,model,Dhaka,1,Dhaka
post_election_upto_forming_government,104,খোকা পুত্র ইশরাক,sarcastic_negative,0.41509609218167887,model,Dhaka,1,Dhaka
post_election_upto_forming_government,105,চলিতেসে সার্কাস,sarcastic_negative,0.39905229100783457,model,Sylhet,1,Sylhet
post_election_upto_forming_government,106,প্রতিমন্ত্রী হিসেবে হেতের কাজ টা কি,negative,0.4377864107534176,model,Dhaka,1,Dhaka
post_election_upto_forming_government,107,হোগা মারা সারা,sarcastic_negative,0.4610378779801635,model,Dhaka,1,Dhaka
post_election_upto_forming_government,108,অভিনন্দন,negative,0.37592552740604096,model,Dhaka,1,Dhaka
post_election_upto_forming_government,109,আল্লাহরে এডা কি হইলো,negative,0.5253084534619458,model,Comilla,1,Cumilla
post_election_upto_forming_government,110,"""Bhai vlo korse, oy ar nogor daddyr jonno abedon k9rte parbo na""",neutral,0.5559724099602137,model,Dhaka,1,Dhaka
post_election_upto_forming_government,111,"""হতে চাইলেন মেয়র, তাকে মন্ত্রী করা হয়েছে, এটা অন্যায়""",negative,0.4153624765914921,model,দিনাজপুর,1,দিনাজপুর
post_election_upto_forming_government,112,আস্তাগফিরুল্লাহ!,negative,0.3305859483287293,model,Dhaka,1,Dhaka
post_election_upto_forming_government,113,স্বাধীনতার 53 বছর । দেশ প্রেমিক মুক্তিযোদ্ধারা দেশ চালানো দেশের মানুষের উচ্চ ও নিম্ন মান সেবা গুলো …,sarcastic_negative,0.3251274415499622,model,Narayanganj,1,Narayanganj
post_election_upto_forming_government,114,একটা জিনিস বুজলাম না বিরোধীদলের কোনো এমপিকে মন্ত্রী পদে দেখলাম না,negative,0.5525221765915284,model,Dhaka,1,Dhaka
post_election_upto_forming_government,115,মুক্তিযুদ্ধ বিষয়ক মন্ত্রণালয় তো আগেই ছিল। এবার এটা জুলাই বিষয়ক মন্ত্রণালয় না বানায়!,positive,0.3005784291048974,model,Dhaka,1,Dhaka
post_election_upto_forming_government,116,আমি মনে হয় ইসরাক কে মুক্তি যুদ্ধ করতে দেখেছি আমার পাশেই ছিল,negative,0.5569172006286971,model,Dhaka,1,Dhaka
post_election_upto_forming_government,117,Masahallah,positive,0.35331425350007983,model,Dhaka,1,Dhaka
post_election_upto_forming_government,118,উনি তখন জন্মগ্রহণী করে নাই আর তাকে দিয়েছে মুক্তিযুদ্ধ বিষয়ক প্রতিমন্ত্রী । অন্য দপ্তর কি ছিল না?,positive,0.4564157142960228,model,Dhaka,1,Dhaka
post_election_upto_forming_government,119,কামার কে দিলো কুমারের কাজ,negative,0.3707029335018834,model,Dinajpur,1,Dinajpur
post_election_upto_forming_government,120,কখন যে বলে বসে সেও মুক্তিযুদ্ধে কারন হাসিনা আমলে সম্ভব তাই,sarcastic_negative,0.4016018945973425,model,Dhaka,1,Dhaka
post_election_upto_forming_government,121,আমার পেইজটিতে আমন্ত্রণ রইলো,negative,0.6140166792427786,model,Noakhali,1,Noakhali
post_election_upto_forming_government,122,"""পজিটিভ রিপ্লাই (কারো খারাপ সময়ে কমেন্ট করার জন্য) খারাপ সময় শেষ হয়, শক্ত মানুষ শেষ হয় না।…""",neutral,0.29849093724826997,model,Dhaka,1,Dhaka
post_election_upto_forming_government,123,যত দাড়ি টুপি লোক আছে সবাই হবে ৱাজাকাৱ জনাব ইশৱাক যখন মুক্তিযুদ্ধ মন্ত্ৰী,neutral,0.6567610465781819,model,Dhaka,1,Dhaka
post_election_upto_forming_government,124,United States of Bagura,negative,0.35691754320080377,model,Dhaka,1,Dhaka
post_election_upto_forming_government,125,"""ভীড় ঠেলে যেই যুদ্ধ করে সামনে যায়,, এটা দেখার পরে তারেখ জিয়া মনে হয়, এরে এই পদ দেয়ার সিন্ধান্ত নিয়েছে""",negative,0.6198626926620296,model,Dhaka,1,Dhaka
post_election_upto_forming_government,126,ওরে বাটপার,negative,0.7085378767090033,model,Mymensingh,1,Mymensingh
post_election_upto_forming_government,127,Fozu pagla k asha korchilam,sarcastic_negative,0.3493845775317,model,Khulna,1,Khulna
post_election_upto_forming_government,128,স্বাধীনতার ৫৪ বছর পরে এই মন্ত্রণালয়ের কাজটা কি,negative,0.6184783377766606,model,Dhaka,1,Dhaka
post_election_upto_forming_government,129,কিন্তু ওয় শপথ নিসে জামাতের সাথে। যেই লোক জীবনের এত গুরুত্বপূর্ণ েও লেট করতে পারে সে মন্ত্রণালয়ে কি করবে? …,sarcastic_negative,0.6597650061880175,model,Dhaka,1,Dhaka
post_election_upto_forming_government,130,ফজলুর রহমান কি দোষ করলো?,negative,0.3460475256833744,model,ব্রাহ্মণবাড়িয়া,1,ব্রাহ্মণবাড়িয়া
post_election_upto_forming_government,131,ইশরাক ভাইকে দেওয়া দরকার ছিলো ঘেরাও ও নিজে নিজে শপথ নেওয়া বিষয়ক মন্ত্রী,negative,0.3671843927789273,model,Dhaka,1,Dhaka
post_election_upto_forming_government,132,কোন বলে বসে। সে নিজেই মুক্তিযোদ্ধা ।,positive,0.43264825294445547,model,Feni,1,Feni
post_election_upto_forming_government,133,কাম ছাড়ছে,sarcastic_negative,0.5052977598055644,model,Thakurgaon,1,Thakurgaon
post_election_upto_forming_government,134,হেতে মুক্তিযুদ্ধের কমান্ডার ছিলো,negative,0.4230629500081107,model,Chittagong,1,Chattogram
post_election_upto_forming_government,135,ভাই আমারে সার্টিফিকেট দেওয়া যাবে টাকা দিবো ১০ হাজার।,negative,0.5503540823871299,model,Dhaka,1,Dhaka
post_election_upto_forming_government,136,একে তো তালা আর ঘেরাও বিষয়ক মন্ত্রী বানানো উচিত ছিল,positive,0.3258253051862444,model,Rajshahi,1,Rajshahi
post_election_upto_forming_government,137,এখন বলবে আমি নেই যুদ্ধ ঘোষনা করলাম অন্য কোন দেশ লাগবে না,positive,0.39310930485923756,model,ঢাকা,1,Dhaka
post_election_upto_forming_government,138,কি যে বিনোদন,sarcastic_negative,0.34314184467106235,model,নরসিংদী,1,নরসিংদী
post_election_upto_forming_government,139,মেয়রের আশাও শেষ,sarcastic_negative,0.3647001619456134,model,Dhaka,1,Dhaka
post_election_upto_forming_government,140,হাস্যকর,sarcastic_negative,0.43740833588218725,model,Dhaka,1,Dhaka
post_election_upto_forming_government,141,মুক্তিযুদ্ধের সময়ের ২য় শিশু মুক্তিযোদ্ধা,sarcastic_negative,0.28148901590430286,model,Jessore,1,Jessore
post_election_upto_forming_government,142,মান্নার ডায়লগ খুব মনে পরছে,sarcastic_negative,0.4902032803439092,model,Dhaka,1,Dhaka
post_election_upto_forming_government,143,ইশরাক হোসেন কে প্রধান মন্ত্রী করার জোর দাবি জানাচ্ছি,positive,0.3547287088318828,model,Dhaka,1,Dhaka
post_election_upto_forming_government,144,যাক মেয়রের তো দামটা পায়নি এবার গোয়া মেরে দিবে নে,sarcastic_negative,0.3546733631243543,model,নরসিংদী,1,নরসিংদী
post_election_upto_forming_government,145,sobay hahahaha disse kno?,sarcastic_negative,0.3766159475756514,model,Khulna,1,Khulna
post_election_upto_forming_government,146,আহারে এইভাবেও দেশটাকে ধ্বংস করে দেয়,sarcastic_negative,0.3091481649132648,model,Dhaka,1,Dhaka
post_election_upto_forming_government,147,"""ইশরাক ছেলেটা ভালো, তাকে আমি নিজে মুক্তিযুদ্ধ করতে দেখেছি""",negative,0.401350161435533,model,Dhaka,1,Dhaka
post_election_upto_forming_government,148,ফজলুল রহমান পারফেক্ট ছিল,negative,0.3929146118259622,model,Dhaka,1,Dhaka
post_election_upto_forming_government,149,হোগাই মারছে,negative,0.2991985158585543,model,বরিশাল,1,Barishal
post_election_upto_forming_government,150,দেয়া ও ভালোবাসা রইল ভাই,negative,0.2857351933630721,model,Dhaka,1,Dhaka
post_election_upto_forming_government,151,তিনি কি ছিলেন মুক্তিযুদ্ধের সময়?,sarcastic_negative,0.36199388083699174,model,Dhaka,1,Dhaka
post_election_upto_forming_government,152,আমার আইডিটা ফলো করে দাও,negative,0.47523733795176976,model,Dhaka,1,Dhaka
post_election_upto_forming_government,153,এইটা ফজলুর রহমানরে দেওয়া দরকার ছিল,negative,0.3806038036367464,model,Dhaka,1,Dhaka
post_election_upto_forming_government,154,ধন্যবাদ।।,positive,0.7331706743843098,model,Dhaka,1,Dhaka
post_election_upto_forming_government,155,হাসবো না কাদবো?? সবাই একটু বলে যান।,positive,0.33491615577545797,model,Dhaka,1,Dhaka
post_election_upto_forming_government,156,"""বাহের কোটায় মুক্তি যুদ্ধ মন্ত্রী, মুক্তিযোদ্ধা লিস্টে হেতার নাম জানি চলে আসে না আবার।""",negative,0.3574580194886673,model,Dhaka,1,Dhaka
post_election_upto_forming_government,157,উনি মুক্তিযোদ্ধা,neutral,0.36914849347962414,model,Dhaka,1,Dhaka
post_election_upto_forming_government,158,আল্লাহই জানেন এখন আবার কোন ইতিহাস পড়তে হয়,negative,0.6827718850001339,model,Dhaka,1,Dhaka
post_election_upto_forming_government,159,অভিনন্দন,negative,0.37592552740604096,model,Dhaka,1,Dhaka
post_election_upto_forming_government,160,হা হার সংখ্যা এত বেশি কেন,sarcastic_negative,0.6044343148088901,model,Khulna,1,Khulna
post_election_upto_forming_government,161,প্লিজ কেউ ফলো করে দেও,positive,0.3763688066440325,model,Dhaka,1,Dhaka
post_election_upto_forming_government,162,আসসালামুয়ালাইকুম আমার প্রিয় বন্ধুরা সবাই ফলো করে পাশে থাকবেন আমার ছোট পরিবারের,negative,0.632075462396418,model,Dhaka,1,Dhaka
post_election_upto_forming_government,163,ভেঙে দেওয়া হলো অন্তর্বর্তী সরকার রাজনৈতিক অঙ্গনে নতুন মোড়—সরকারি সিদ্ধান্তের পর আনুষ্ঠানিকভাবে অন্তর্বর্তী সরকারের কার্যক্র…,negative,0.5284898043464916,model,Dhaka,1,Dhaka
post_election_upto_forming_government,164,ধন্যবাদ,positive,0.7331706743843098,model,Dhaka,1,Dhaka
post_election_upto_forming_government,165,ওনার চেহারা টা দেখলেই ঐযে ঠেলাঠেলি করেছিলো এটার কথা মনে পড়ে । ওনাকে প্রতিমন্ত্রী দিছে কারন উনি ঠেইললা যুদ্ধ করতে পারে তাই,negative,0.3587670472024326,model,Comilla,1,Cumilla
