dataset,dataset_slug,doc_id,raw_text,clean_text,dominant_topic,dominant_topic_prob
Before Election Some,before_election_some,88,বিএনপির বিকল্প নেই ঠিক বলেছেন।,বিএনপির বিকল্প নেই ঠিক বলেছেন,3,0.8380973840718409
Before Election Some,before_election_some,89,ধানের শীষ,ধানের শীষ,0,0.7329351638949074
Before Election Some,before_election_some,90,"এম এ কাইয়ুম ভাই, ধানের শীষ ইনশাআল্লাহ !",এম এ কাইয়ুম ভাই ধানের শীষ ইনশাআল্লাহ,0,0.8841502556400251
Before Election Some,before_election_some,91,দল মত ধর্ম বর্ণ নির্বিশেষে - ভোট দিবো সবাই ধানের শীষে,দল মত ধর্ম বর্ণ নির্বিশেষে ভোট দিবো সবাই ধানের শীষে,2,0.5006802524344546
Before Election Some,before_election_some,92,নাহিদ ইসলাম জিতবে ইনশাআল্লাহ,নাহিদ ইসলাম জিতবে ইনশাআল্লাহ,1,0.47194537638631995
Before Election Some,before_election_some,93,ভোটের দিনেই বুঝতে পারবে নাহিদ তার জামানত নিয়ে বাসায় যেতে পারবে না,ভোটের দিনেই বুঝতে পারবে নাহিদ তার জামানত নিয়ে বাসায় যেতে পারবে না,1,0.9190979493764208
Before Election Some,before_election_some,94,ইনশাআল্লাহ শাপলা কলি,ইনশাআল্লাহ শাপলা কলি,0,0.7984051911566992
Before Election Some,before_election_some,95,ফেসবুকের জড়িপে জিতে গেছে শাপলা কলি,ফেসবুকের জড়িপে জিতে গেছে শাপলা কলি,0,0.7992363340816829
Before Election Some,before_election_some,96,ধানের শীষ,ধানের শীষ,0,0.7329351638949074
Before Election Some,before_election_some,97,ধানের শীষ,ধানের শীষ,0,0.7329351638949074
Before Election Some,before_election_some,98,গোপাল ভাড় নাহিদ বিপুল ভোটে পরাজিত হবে,গোপাল ভাড় নাহিদ বিপুল ভোটে পরাজিত হবে,4,0.5493652858940907
Before Election Some,before_election_some,99,ধানের শীষ,ধানের শীষ,0,0.7329351638949074
Before Election Some,before_election_some,100,নাহিদ তো রাজাকার দের দলে যোগ দিছে,নাহিদ তো রাজাকার দের দলে যোগ দিছে,1,0.8842021736470036
Before Election Some,before_election_some,101,ধানের শীষ,ধানের শীষ,0,0.7329351638949074
Before Election Some,before_election_some,102,ধানের শীষ,ধানের শীষ,0,0.7329351638949074
Before Election Some,before_election_some,103,নাহিদ তো রাজাকার দের দলে যোগ দিছে,নাহিদ তো রাজাকার দের দলে যোগ দিছে,1,0.8842021736470036
Before Election Some,before_election_some,104,নাহিদ ভাই পাশ করুক এটা মনেপ্রাণে চাই,নাহিদ ভাই পাশ করুক এটা মনেপ্রাণে চাই,1,0.6672215441931937
Before Election Some,before_election_some,105,ঢাকার মানুষের কৃতজ্ঞতা,ঢাকার মানুষের কৃতজ্ঞতা,1,0.7312637618560616
Before Election Some,before_election_some,106,কায়ুম ভাই বিএনপি,কায়ুম ভাই বিএনপি,3,0.728558147890076
Before Election Some,before_election_some,107,মাশাআল্লাহ জাযাকাল্লাহ খায়ের,মাশাআল্লাহ জাযাকাল্লাহ খায়ের,4,0.5999723958652962
Before Election Some,before_election_some,108,ঢাকা নয় হাবিব ভাই,ঢাকা নয় হাবিব ভাই,1,0.7986231909595101
Before Election Some,before_election_some,109,বদ্দা কিন্তু ডাকসুতেও ছাত্রদলকে জিতাইছিলেন,বদ্দা কিন্তু ডাকসুতেও ছাত্রদলকে জিতাইছিলেন,0,0.2
Before Election Some,before_election_some,110,থাকবো সবাই মিলে মিশে ভোট দিবো ধানের শীষে,থাকবো সবাই মিলে মিশে ভোট দিবো ধানের শীষে,0,0.487551469970344
Before Election Some,before_election_some,111,দুই পক্ষেই দেখি চরম চাপাবাজি চলতেছে। বিএনপি যদিও জিতে ১৬০/১৬৫ এর বেশি পাবেনা। তবে বিএনপি এইবার জিতার সম্ভাবনা কম।,দুই পক্ষেই দেখি চরম চাপাবাজি চলতেছে বিএনপি যদিও জিতে এর বেশি পাবেনা তবে বিএনপি এইবার জিতার সম্ভাবনা কম,3,0.9325044187557912
Before Election Some,before_election_some,112,জামাত এগারো দলীয় জোট 150 + পাবে।,জামাত এগারো দলীয় জোট পাবে,4,0.7978311950042138
Before Election Some,before_election_some,113,কমেন্ট দেখলে বুঝা যায় জামাত কোন লেভেলের বট তৈরি করে রাখছে...!!!,কমেন্ট দেখলে বুঝা যায় জামাত কোন লেভেলের বট তৈরি করে রাখছে,4,0.909923469915573
Before Election Some,before_election_some,114,এই তথাকথিত বুদ্ধিজীবিদের অতিরিক্ত আত্নবিশ্বাসই হয়তো বিএনপিকে ডুবাতে যথেষ্ট।,এই তথাকথিত বুদ্ধিজীবিদের অতিরিক্ত আত্নবিশ্বাসই হয়তো বিএনপিকে ডুবাতে যথেষ্ট,3,0.7324645536872403
Before Election Some,before_election_some,115,"এইসব পেইড দালালরা ছাড়া কেউই বলছেনা বিএনপি ক্ষমতায় আসবে।যদি নির্বাচন সুষ্ঠ হয় বিএনপি সর্বোচ্চ একশ সিট পাবে,পরে মিলিয়ে নিবেন।",এইসব পেইড দালালরা ছাড়া কেউই বলছেনা বিএনপি ক্ষমতায় আসবে যদি নির্বাচন সুষ্ঠ হয় বিএনপি সর্বোচ্চ একশ সিট পাবে পরে মিলিয়ে নিবেন,3,0.5088847635252572
