dataset,dataset_slug,doc_id,raw_text,clean_text,dominant_topic,dominant_topic_prob
Before Election,before_election,17,"দেশের জনগণ এখন সচেতন। জোরজবরদস্তির রাজনীতি এখন আর চলবে না মানুষ আদর্শবান নেতা চায়, যার হাতে নিরাপদ দেশ ও জাতি",দেশের জনগণ এখন সচেতন জোরজবরদস্তির রাজনীতি এখন আর চলবে না মানুষ আদর্শবান নেতা চায় যার হাতে নিরাপদ দেশ ও জাতি,1,0.9371894857563109
Before Election,before_election,18,এই বক্তব্য জামাতের কেউ দিলে রাকিব চাচা দল বল নিয়ে রাস্তায় নাইমে যাতো,এই বক্তব্য জামাতের কেউ দিলে রাকিব চাচা দল বল নিয়ে রাস্তায় নাইমে যাতো,4,0.8845656748593972
Before Election,before_election,19,বিএনপি আস্তে আস্তে আসল রূপে ফিরে আসতেছে,বিএনপি আস্তে আস্তে আসল রূপে ফিরে আসতেছে,3,0.7303206403798994
Before Election,before_election,20,"একবারে আওমী সন্ত্রাসীদের হুংকার দিয়ে ভোটারদের জিম্মি করতে চাই,এগুলো কে জনগন আর ভয় করে না।",একবারে আওমী সন্ত্রাসীদের হুংকার দিয়ে ভোটারদের জিম্মি করতে চাই এগুলো কে জনগন আর ভয় করে না,0,0.8845376720072405
Before Election,before_election,21,নব্য ফ্যাসিজম,নব্য ফ্যাসিজম,0,0.2
Before Election,before_election,22,ভালবাসা দিয়ে মানুষের মন জয় করতে হয় ভয় দেখিয়ে নয়,ভালবাসা দিয়ে মানুষের মন জয় করতে হয় ভয় দেখিয়ে নয়,0,0.8988185474246453
Before Election,before_election,23,ওকে দশটা জুতার বাড়ি দেওয়া হোক,ওকে দশটা জুতার বাড়ি দেওয়া হোক,0,0.8644863349837442
Before Election,before_election,24,দেন উনাকে ভাইরাল করে চান্দে উঠাইবেন,দেন উনাকে ভাইরাল করে চান্দে উঠাইবেন,4,0.7293503782164883
Before Election,before_election,25,এই পাগল ছাগলরা দলটাকে শেষ করে দিলো,এই পাগল ছাগলরা দলটাকে শেষ করে দিলো,3,0.7992873702805355
Before Election,before_election,26,এই সময় এই ধরনের শব্দ যেই করবে দল থেকে বহিষ্কার করা উচিৎ। আজকাল এই গুলো মানুষ ভয়পায়না।,এই সময় এই ধরনের শব্দ যেই করবে দল থেকে বহিষ্কার করা উচিৎ আজকাল এই গুলো মানুষ ভয়পায়না,3,0.6347415870262145
Before Election,before_election,27,এজন্যই ত জাতি এঁদের থেকে মুখ ফিরিয়ে নিয়েছে।,এজন্যই ত জাতি এঁদের থেকে মুখ ফিরিয়ে নিয়েছে,1,0.8652822317586268
Before Election,before_election,28,দম্ভ ধ্বংস হোক,দম্ভ ধ্বংস হোক,2,0.5976506170037809
Before Election,before_election,29,এরকম কিছু পাগল না থাকলে নির্বাচনীয় মাঠ গরম হয় না।,এরকম কিছু পাগল না থাকলে নির্বাচনীয় মাঠ গরম হয় না,3,0.7987853676704926
Before Election,before_election,30,ভোট দিবো কিশে ধানের শীষে,ভোট দিবো কিশে ধানের শীষে,2,0.8391559315985757
Before Election,before_election,31,আপনাদের জরিপটা সুন্দর লাগলো এটাই বাস্তব আর অন্যগুলোতে সবাই শক্ত অবস্থায় আছে সেখান থেকে কিছু সিট বিএনপি পাবে মোটামুটি,আপনাদের জরিপটা সুন্দর লাগলো এটাই বাস্তব আর অন্যগুলোতে সবাই শক্ত অবস্থায় আছে সেখান থেকে কিছু সিট বিএনপি পাবে মোটামুটি,3,0.9101982199476375
Before Election,before_election,32,ইনশাআল্লাহ ধানের শীষ আমি আসা করি বিএনপি ক্ষমায় আসলে বাংলাদেশ নতুন বাংলাদেশ হয়ে উঠবে আবার,ইনশাআল্লাহ ধানের শীষ আমি আসা করি বিএনপি ক্ষমায় আসলে বাংলাদেশ নতুন বাংলাদেশ হয়ে উঠবে আবার,1,0.5352022595123166
Before Election,before_election,33,যে মন পঞ্চগড় এক আসন বিএনপি ধানের শীষ জিতবে,যে মন পঞ্চগড় এক আসন বিএনপি ধানের শীষ জিতবে,0,0.5112349749337249
Before Election,before_election,34,কুমিল্লা নাঙ্গলকোট আসন বিএনপি বিশাল ভোটে জয় লাভ করবে,কুমিল্লা নাঙ্গলকোট আসন বিএনপি বিশাল ভোটে জয় লাভ করবে,4,0.8850680741115223
Before Election,before_election,35,পাগলের সুখ নাকি মনে মনে এই পাগলামি নির্বাচনের পরে কোথায় থাকবে আপনার,পাগলের সুখ নাকি মনে মনে এই পাগলামি নির্বাচনের পরে কোথায় থাকবে আপনার,3,0.7012268498587171
Before Election,before_election,36,আমাদের মুন্সিগন্জ জেলার ২ নং আসন লৌহজং ও টংগি বাড়ি এডভোকেট আব্দুল সালাম আজাদ ১০০% নিসচিত ইনশাআল্লাহ,আমাদের মুন্সিগন্জ জেলার নং আসন লৌহজং ও টংগি বাড়ি এডভোকেট আব্দুল সালাম আজাদ নিসচিত ইনশাআল্লাহ,1,0.8353359953772602
Before Election,before_election,37,এই খবর দেখে আপনারা বিএনপির ভাইরা আনন্দে গদ গদ ইয়েন না। ফলাফল ঘরে তোলা পর্যন্ত অতন্দ্র প্রহরীর মত ভোট কেন্দ্র পাহারা দিবেন ।সবার বড় দায়িত্ব মহিলাদের ভোট কেন্দ্রে নিয়ে ভোট দেয়ানো ।ভোট দেয়ার পর মহিলাদের সম্মানের সহিত বাড়িতে পৌছে দিতে হবে,এই খবর দেখে আপনারা বিএনপির ভাইরা আনন্দে গদ গদ ইয়েন না ফলাফল ঘরে তোলা পর্যন্ত অতন্দ্র প্রহরীর মত ভোট কেন্দ্র পাহারা দিবেন সবার বড় দায়িত্ব মহিলাদের ভোট কেন্দ্রে নিয়ে ভোট দেয়ানো ভোট দেয়ার পর মহিলাদের সম্মানের সহিত বাড়িতে পৌছে দিতে হবে,2,0.9609227829822957
Before Election,before_election,38,আপনার ধারণা অনেকটাই সত্য।,আপনার ধারণা অনেকটাই সত্য,1,0.730378398399707
Before Election,before_election,39,সঠিক মোট ২২০ পাবে,সঠিক মোট পাবে,4,0.7324382854193199
Before Election,before_election,40,লক্ষীপুর জেলায় কোন আসন না পেলেও লক্ষীপুর ৪ শতভাগ নিশ্চিত ইনশাআল্লাহ,লক্ষীপুর জেলায় কোন আসন না পেলেও লক্ষীপুর শতভাগ নিশ্চিত ইনশাআল্লাহ,4,0.838388678912977
Before Election,before_election,41,নোয়াখালী পাঁচ ফখরুল ইসলাম 100%,নোয়াখালী পাঁচ ফখরুল ইসলাম,2,0.8375588894902398
Before Election,before_election,42,হবিগঞ্জ সদর আছে নাম্বার ওয়ান আলকাত জি কে গোস বিপুল পুরে পাস হইবো বিপুল ভোটে,হবিগঞ্জ সদর আছে নাম্বার ওয়ান আলকাত জি কে গোস বিপুল পুরে পাস হইবো বিপুল ভোটে,4,0.9103457205264499
Before Election,before_election,43,কিসের বি এন পি পাবে ৪২০ আসন,কিসের বি এন পি পাবে আসন,4,0.8853266128665623
Before Election,before_election,44,তাহলে আর নির্বাচন দরকার কি।,তাহলে আর নির্বাচন দরকার কি,4,0.7980369721720385
Before Election,before_election,45,আপনার জরিপ আমার খুব পছন্দ হয়েছে তবে আরও বেশি আসন পাবে বিএনপি,আপনার জরিপ আমার খুব পছন্দ হয়েছে তবে আরও বেশি আসন পাবে বিএনপি,4,0.8844660389901495
Before Election,before_election,46,২৮ কুড়িগ্রাম ৪ বিএন পি জয় নিশ্চিত ইনশাআল্লাহ।,কুড়িগ্রাম বিএন পি জয় নিশ্চিত ইনশাআল্লাহ,4,0.8392546229366817
Before Election,before_election,47,চুয়াডাঙ্গা এক আসন জেলা বিএনপি ৭০% ভোটার এগিয়ে আছে চুয়াডাঙ্গা শরিফুজ্জামান শরীফ ভাই এমপি প্রার্থী হবে,চুয়াডাঙ্গা এক আসন জেলা বিএনপি ভোটার এগিয়ে আছে চুয়াডাঙ্গা শরিফুজ্জামান শরীফ ভাই এমপি প্রার্থী হবে,2,0.5135537413221309
Before Election,before_election,48,সময় টিভি কে জয় বাংলা করা হবে শনিবার দিন,সময় টিভি কে জয় বাংলা করা হবে শনিবার দিন,4,0.7987005030497494
Before Election,before_election,49,এত বড় গুনিনরা যখন গননা করে দিয়েছে তখন আর ভোটের দরকার কি? রাত থেকেই ফ্যামিলি কার্ড দেওয়া শুরু করে দিক।,এত বড় গুনিনরা যখন গননা করে দিয়েছে তখন আর ভোটের দরকার কি রাত থেকেই ফ্যামিলি কার্ড দেওয়া শুরু করে দিক,4,0.926405911571415
Before Election,before_election,50,এমন ততথো উঠে আসে সুধু সময় টিভিতে,এমন ততথো উঠে আসে সুধু সময় টিভিতে,1,0.8357213382767452
Before Election,before_election,52,মিডিয়া তো দেখছি ১দলিয় কাজ করছে,মিডিয়া তো দেখছি দলিয় কাজ করছে,1,0.7966672876913202
Before Election,before_election,53,বিএনপির ইশরাকের কর্মীরা রাতে ভোট দিতে গিয়ে জনতার কাছে ধরা। ভোটকেন্দ্র পাহারা দাও ছাত্র-জনতা।,বিএনপির ইশরাকের কর্মীরা রাতে ভোট দিতে গিয়ে জনতার কাছে ধরা ভোটকেন্দ্র পাহারা দাও ছাত্র জনতা,2,0.9459689032893506
Before Election,before_election,54,ইনশাআল্লাহ বিজয় আমাদের,ইনশাআল্লাহ বিজয় আমাদের,0,0.7294784291850409
Before Election,before_election,55,ইনশাআল্লাহ ধানের শীষের বিজয় সুনিশ্চিত,ইনশাআল্লাহ ধানের শীষের বিজয় সুনিশ্চিত,0,0.8658776545486354
Before Election,before_election,56,ইনশাআল্লাহ দাড়ি পাল্লা বিজয় হবে,ইনশাআল্লাহ দাড়ি পাল্লা বিজয় হবে,0,0.837573915604172
Before Election,before_election,57,"সবাই নাহিদ ভাইকেই দেয়া উচিৎ,,, বিএনপি আওয়ামিলীগ অনেকবার পাওয়ারে আসছে, জনগ উপর শুধু জুলুম করছে তারা,,আল্লাহ দেশের মানুষ কে হেফাজত করুক,, জালিমের হাত থেকে,,",সবাই নাহিদ ভাইকেই দেয়া উচিৎ বিএনপি আওয়ামিলীগ অনেকবার পাওয়ারে আসছে জনগ উপর শুধু জুলুম করছে তারা আল্লাহ দেশের মানুষ কে হেফাজত করুক জালিমের হাত থেকে,1,0.9372972935369572
Before Election,before_election,58,নাহিদ ভাই নিশ্চিত ১০০%,নাহিদ ভাই নিশ্চিত,1,0.7989755833717022
Before Election,before_election,60,"নতুন প্রজন্ম ভোট দিবে নাহিদ শাপলা কলি কে,,,কিন্তু পুরান আমলের মানুস ভোট দিবে ধানের শীষ",নতুন প্রজন্ম ভোট দিবে নাহিদ শাপলা কলি কে কিন্তু পুরান আমলের মানুস ভোট দিবে ধানের শীষ,0,0.3811806814417425
Before Election,before_election,61,কাইয়ুম জিতবে,কাইয়ুম জিতবে,0,0.5057589060157319
Before Election,before_election,62,শাপলা কলি,শাপলা কলি,0,0.7333272398171805
Before Election,before_election,63,শাপলাকলি,শাপলাকলি,0,0.2
Before Election,before_election,64,এবার প্রথম ভোট ধানের শীষেই দেবো ইনশাআল্লাহ।,এবার প্রথম ভোট ধানের শীষেই দেবো ইনশাআল্লাহ,2,0.8840085515156367
Before Election,before_election,65,মোবাইলে কল দিয়ে ভোট চাচ্ছে এর মানে বুজতে হবে নির্বাচনে অবৈধ ভাবে টাকা করতেছে,মোবাইলে কল দিয়ে ভোট চাচ্ছে এর মানে বুজতে হবে নির্বাচনে অবৈধ ভাবে টাকা করতেছে,2,0.49795120264800957
Before Election,before_election,66,ইত্তেফাক গুটিকয়েক জামায়াত নিয়ে ভোটের জরিপ করে জনগণকে বিভ্রান্ত করার চেষ্টা করতেছে...!! আশাকরি আগামী ১২/০২/২০২৬ইং তাদের এই ভাঁওতাবাজির মুখোশ উন্মোচন হবে ইনশাআল্লাহ।,ইত্তেফাক গুটিকয়েক জামায়াত নিয়ে ভোটের জরিপ করে জনগণকে বিভ্রান্ত করার চেষ্টা করতেছে আশাকরি আগামী ইং তাদের এই ভাঁওতাবাজির মুখোশ উন্মোচন হবে ইনশাআল্লাহ,4,0.9264041112855131
Before Election,before_election,67,কতো পন্ডিত এখনও বলে নাহিদরে নাকি ঢাকা ১১ র অর্ধেক মানুষও চিনে না,কতো পন্ডিত এখনও বলে নাহিদরে নাকি ঢাকা র অর্ধেক মানুষও চিনে না,2,0.8992604495491205
Before Election,before_election,68,"মানুষকে টাকা দিয়ে যোর যবদস্তি করে কেনা যাইনা,,ব্যাবহার এবং ভালোবাসায় মুগ্ধ হয়ে যাই",মানুষকে টাকা দিয়ে যোর যবদস্তি করে কেনা যাইনা ব্যাবহার এবং ভালোবাসায় মুগ্ধ হয়ে যাই,1,0.8382623862277997
Before Election,before_election,69,আর কিছি লোক ধরে নিয়ে কথা বলেন,আর কিছি লোক ধরে নিয়ে কথা বলেন,3,0.8385634199194303
Before Election,before_election,70,ধানের শীষের বিজয় ইনশাআল্লাহ,ধানের শীষের বিজয় ইনশাআল্লাহ,0,0.8388117235482387
Before Election,before_election,71,ময়লা কোথায় ফালাতে হবে সেটাই জানেনা- ভোটের ভালো জায়গা খুঁজে পাবে কি করে!,ময়লা কোথায় ফালাতে হবে সেটাই জানেনা ভোটের ভালো জায়গা খুঁজে পাবে কি করে,4,0.8658439050730955
Before Election,before_election,72,নাহিদ ভাইয়ের বিজয় হবেই ইনশাআল্লাহ,নাহিদ ভাইয়ের বিজয় হবেই ইনশাআল্লাহ,0,0.5499975054258357
Before Election,before_election,73,আমার হাতপাখার কথা কেউ কয় না কে,আমার হাতপাখার কথা কেউ কয় না কে,2,0.5999886556134533
Before Election,before_election,74,শাফলা কলি,শাফলা কলি,0,0.5999902247891737
Before Election,before_election,75,বিজয় নিশ্চিত নাহিদ ভাই,বিজয় নিশ্চিত নাহিদ ভাই,1,0.8385015200526286
Before Election,before_election,76,দল নয় এক জন সৎ এবং যোগ্য ব্যাক্তি কে ভোট দিন ইন শাহ আল্লাহ্।,দল নয় এক জন সৎ এবং যোগ্য ব্যাক্তি কে ভোট দিন ইন শাহ আল্লাহ্,1,0.6022596161115902
Before Election,before_election,77,শাপলা কলি নাহিদ কে,শাপলা কলি নাহিদ কে,0,0.5500605459264006
Before Election,before_election,78,সুন্দর প্রতিবেদন প্রকাশ।,সুন্দর প্রতিবেদন প্রকাশ,0,0.7310723210560869
Before Election,before_election,79,ইনকিলাব জিন্দাবাদ,ইনকিলাব জিন্দাবাদ,2,0.733327758793783
Before Election,before_election,80,কাকি চাঁদাবাজির কথা বইলা বিএনপির পোন মারি দিছে,কাকি চাঁদাবাজির কথা বইলা বিএনপির পোন মারি দিছে,2,0.8362781392089046
Before Election,before_election,81,সাড়া বাংলাদেশ জাতীয়তাবাদী সন্ত্রাসী সংগঠন মানুকে ভয় দেখিয়ে ভোট সেন্টারে না যাওয়ার জন্য । গেলে হত্যার করা হবে এখনি সময় রুখে দিতে হবে,সাড়া বাংলাদেশ জাতীয়তাবাদী সন্ত্রাসী সংগঠন মানুকে ভয় দেখিয়ে ভোট সেন্টারে না যাওয়ার জন্য গেলে হত্যার করা হবে এখনি সময় রুখে দিতে হবে,0,0.4189971370962924
Before Election,before_election,82,ইত্তেফাক জামাতি মাল,ইত্তেফাক জামাতি মাল,0,0.7983530482825992
Before Election,before_election,83,কার সাথে কিসের তুলনা।কই কাইউম ভাই আরও কই গোপালভার,কার সাথে কিসের তুলনা কই কাইউম ভাই আরও কই গোপালভার,1,0.8663010972358697
Before Election,before_election,84,বাড্ডা নতুনবাজারসহ সর্বত্র কাইউমের যে চাদার মহরা চলে এর থেকে রক্ষা পেতে শাপলাকলির বিকল্প নাই,বাড্ডা নতুনবাজারসহ সর্বত্র কাইউমের যে চাদার মহরা চলে এর থেকে রক্ষা পেতে শাপলাকলির বিকল্প নাই,4,0.8646763450483405
Before Election,before_election,85,এসব লোক ধরে নিয়ে কথা বলতেছে আমরা জানি । বাড্ডাতে বিএনপি বেশী যখন সিটি কর্পোরেশন নির্বাচন হয়েছে তখন ও দেখছি ।,এসব লোক ধরে নিয়ে কথা বলতেছে আমরা জানি বাড্ডাতে বিএনপি বেশী যখন সিটি কর্পোরেশন নির্বাচন হয়েছে তখন ও দেখছি,3,0.9097310851815984
Before Election,before_election,86,ধানের শীষ,ধানের শীষ,0,0.7329351638949074
Before Election,before_election,87,"যত যাই বলো,বিজয় এবার দাঁড়িপাল্লার,",যত যাই বলো বিজয় এবার দাঁড়িপাল্লার,1,0.8838308081549157
Before Election,before_election,88,বিএনপির বিকল্প নেই ঠিক বলেছেন।,বিএনপির বিকল্প নেই ঠিক বলেছেন,3,0.8380973840718409
Before Election,before_election,89,ধানের শীষ,ধানের শীষ,0,0.7329351638949074
Before Election,before_election,90,"এম এ কাইয়ুম ভাই, ধানের শীষ ইনশাআল্লাহ !",এম এ কাইয়ুম ভাই ধানের শীষ ইনশাআল্লাহ,0,0.8841502556400251
Before Election,before_election,91,দল মত ধর্ম বর্ণ নির্বিশেষে - ভোট দিবো সবাই ধানের শীষে,দল মত ধর্ম বর্ণ নির্বিশেষে ভোট দিবো সবাই ধানের শীষে,2,0.5006802524344546
Before Election,before_election,92,নাহিদ ইসলাম জিতবে ইনশাআল্লাহ,নাহিদ ইসলাম জিতবে ইনশাআল্লাহ,1,0.47194537638631995
Before Election,before_election,93,ভোটের দিনেই বুঝতে পারবে নাহিদ তার জামানত নিয়ে বাসায় যেতে পারবে না,ভোটের দিনেই বুঝতে পারবে নাহিদ তার জামানত নিয়ে বাসায় যেতে পারবে না,1,0.9190979493764208
Before Election,before_election,94,ইনশাআল্লাহ শাপলা কলি,ইনশাআল্লাহ শাপলা কলি,0,0.7984051911566992
Before Election,before_election,95,ফেসবুকের জড়িপে জিতে গেছে শাপলা কলি,ফেসবুকের জড়িপে জিতে গেছে শাপলা কলি,0,0.7992363340816829
Before Election,before_election,96,ধানের শীষ,ধানের শীষ,0,0.7329351638949074
Before Election,before_election,97,ধানের শীষ,ধানের শীষ,0,0.7329351638949074
Before Election,before_election,98,গোপাল ভাড় নাহিদ বিপুল ভোটে পরাজিত হবে,গোপাল ভাড় নাহিদ বিপুল ভোটে পরাজিত হবে,4,0.5493652858940907
Before Election,before_election,99,ধানের শীষ,ধানের শীষ,0,0.7329351638949074
Before Election,before_election,100,নাহিদ তো রাজাকার দের দলে যোগ দিছে,নাহিদ তো রাজাকার দের দলে যোগ দিছে,1,0.8842021736470036
Before Election,before_election,101,ধানের শীষ,ধানের শীষ,0,0.7329351638949074
Before Election,before_election,102,ধানের শীষ,ধানের শীষ,0,0.7329351638949074
Before Election,before_election,103,নাহিদ তো রাজাকার দের দলে যোগ দিছে,নাহিদ তো রাজাকার দের দলে যোগ দিছে,1,0.8842021736470036
Before Election,before_election,104,নাহিদ ভাই পাশ করুক এটা মনেপ্রাণে চাই,নাহিদ ভাই পাশ করুক এটা মনেপ্রাণে চাই,1,0.6672215441931937
Before Election,before_election,105,ঢাকার মানুষের কৃতজ্ঞতা,ঢাকার মানুষের কৃতজ্ঞতা,1,0.7312637618560616
Before Election,before_election,106,কায়ুম ভাই বিএনপি,কায়ুম ভাই বিএনপি,3,0.728558147890076
Before Election,before_election,107,মাশাআল্লাহ জাযাকাল্লাহ খায়ের,মাশাআল্লাহ জাযাকাল্লাহ খায়ের,4,0.5999723958652962
Before Election,before_election,108,ঢাকা নয় হাবিব ভাই,ঢাকা নয় হাবিব ভাই,1,0.7986231909595101
Before Election,before_election,109,বদ্দা কিন্তু ডাকসুতেও ছাত্রদলকে জিতাইছিলেন,বদ্দা কিন্তু ডাকসুতেও ছাত্রদলকে জিতাইছিলেন,0,0.2
Before Election,before_election,110,থাকবো সবাই মিলে মিশে ভোট দিবো ধানের শীষে,থাকবো সবাই মিলে মিশে ভোট দিবো ধানের শীষে,0,0.487551469970344
Before Election,before_election,111,দুই পক্ষেই দেখি চরম চাপাবাজি চলতেছে। বিএনপি যদিও জিতে ১৬০/১৬৫ এর বেশি পাবেনা। তবে বিএনপি এইবার জিতার সম্ভাবনা কম।,দুই পক্ষেই দেখি চরম চাপাবাজি চলতেছে বিএনপি যদিও জিতে এর বেশি পাবেনা তবে বিএনপি এইবার জিতার সম্ভাবনা কম,3,0.9325044187557912
Before Election,before_election,112,জামাত এগারো দলীয় জোট 150 + পাবে।,জামাত এগারো দলীয় জোট পাবে,4,0.7978311950042138
Before Election,before_election,113,কমেন্ট দেখলে বুঝা যায় জামাত কোন লেভেলের বট তৈরি করে রাখছে...!!!,কমেন্ট দেখলে বুঝা যায় জামাত কোন লেভেলের বট তৈরি করে রাখছে,4,0.909923469915573
Before Election,before_election,114,এই তথাকথিত বুদ্ধিজীবিদের অতিরিক্ত আত্নবিশ্বাসই হয়তো বিএনপিকে ডুবাতে যথেষ্ট।,এই তথাকথিত বুদ্ধিজীবিদের অতিরিক্ত আত্নবিশ্বাসই হয়তো বিএনপিকে ডুবাতে যথেষ্ট,3,0.7324645536872403
Before Election,before_election,115,"এইসব পেইড দালালরা ছাড়া কেউই বলছেনা বিএনপি ক্ষমতায় আসবে।যদি নির্বাচন সুষ্ঠ হয় বিএনপি সর্বোচ্চ একশ সিট পাবে,পরে মিলিয়ে নিবেন।",এইসব পেইড দালালরা ছাড়া কেউই বলছেনা বিএনপি ক্ষমতায় আসবে যদি নির্বাচন সুষ্ঠ হয় বিএনপি সর্বোচ্চ একশ সিট পাবে পরে মিলিয়ে নিবেন,3,0.5088847635252572
Before Election,before_election,116,বুদ্ধিজীবি ১২ কোটি ভোটারের মনের খবর জানে,বুদ্ধিজীবি কোটি ভোটারের মনের খবর জানে,3,0.8634184237315524
Before Election,before_election,117,উনি ঢাকায় বসে ডাকসু নির্বাচনে ফতুয়া দিয়েছিল সেদিক থেকে বুঝেছি হেতার মাথায় কিছুই নাই,উনি ঢাকায় বসে ডাকসু নির্বাচনে ফতুয়া দিয়েছিল সেদিক থেকে বুঝেছি হেতার মাথায় কিছুই নাই,0,0.88428743256072
Before Election,before_election,118,ইনার মুখে কয়েকদিন আগে শুনলাম বিএনপি ২৫০+ আসন পাবে আজকে শুনি ২০০+,ইনার মুখে কয়েকদিন আগে শুনলাম বিএনপি আসন পাবে আজকে শুনি,4,0.8654217247527098
Before Election,before_election,119,সস্তা বুদ্ধিজীবী!,সস্তা বুদ্ধিজীবী,4,0.5999727341856379
